,Date,Start (ET),Visitor/Neutral,VisitorScore,Home/Neutral,HomeScore,Attend.,Arena,season,players
456,2019-12-25,5:00p,Houston Rockets,104,Golden State Warriors,116,18064.0,Chase Center,2020,"[[['Russell Westbrook', 'James Harden', 'P.J. Tucker', 'Danuel House Jr.', 'Clint Capela'], ['Ben McLemore', 'Austin Rivers', 'Gary Clark']], [['Glenn Robinson III', 'Draymond Green', 'Willie Cauley-Stein', 'Damion Lee', ""D'Angelo Russell""], ['Alec Burks', 'Ky Bowman', 'Marquese Chriss']]]"
457,2019-12-25,8:00p,Los Angeles Clippers,111,Los Angeles Lakers,106,18997.0,STAPLES Center,2020,"[[['Kawhi Leonard', 'Paul George', 'Patrick Beverley', 'Ivica Zubac', 'Patrick Patterson'], ['Montrezl Harrell', 'Lou Williams', 'Landry Shamet']], [['Anthony Davis', 'LeBron James', 'Danny Green', 'Avery Bradley', 'JaVale McGee'], ['Kentavious Caldwell-Pope', 'Kyle Kuzma', 'Rajon Rondo']]]"
458,2019-12-25,10:30p,New Orleans Pelicans,112,Denver Nuggets,100,19520.0,Pepsi Center,2020,"[[['Lonzo Ball', 'Brandon Ingram', 'Jrue Holiday', 'Derrick Favors', 'JJ Redick'], ['Josh Hart', ""E'Twaun Moore"", 'Jahlil Okafor']], [['Gary Harris', 'Will Barton', 'Nikola Jokić', 'Jamal Murray', 'Paul Millsap'], ['Jerami Grant', 'Monte Morris', 'Malik Beasley']]]"
459,2019-12-26,7:00p,Washington Wizards,102,Detroit Pistons,132,17188.0,Little Caesars Arena,2020,"[[['Bradley Beal', 'Ish Smith', 'Admiral Schofield', 'Ian Mahinmi', 'Isaac Bonga'], ['Johnathan Williams', 'Gary Payton II', 'Troy Brown Jr.']], [['Tim Frazier', 'Blake Griffin', 'Svi Mykhailiuk', 'Andre Drummond', 'Tony Snell'], ['Bruce Brown', 'Christian Wood', 'Derrick Rose']]]"
460,2019-12-26,7:30p,New York Knicks,94,Brooklyn Nets,82,17732.0,Barclays Center,2020,"[[['Julius Randle', 'Marcus Morris', 'Elfrid Payton', 'RJ Barrett', 'Taj Gibson'], ['Mitchell Robinson', 'Damyean Dotson', 'Bobby Portis']], [['Spencer Dinwiddie', 'Joe Harris', 'Garrett Temple', 'Taurean Prince', 'Jarrett Allen'], ['Timothé Luwawu-Cabarrot', 'Rodions Kurucs', 'Wilson Chandler']]]"
461,2019-12-26,8:00p,San Antonio Spurs,98,Dallas Mavericks,102,20427.0,American Airlines Center,2020,"[[['DeMar DeRozan', 'LaMarcus Aldridge', 'Dejounte Murray', 'Bryn Forbes', 'Trey Lyles'], ['Rudy Gay', 'Derrick White', 'Patty Mills']], [['Kristaps Porziņģis', 'Dorian Finney-Smith', 'Luka Dončić', 'Dwight Powell', 'Tim Hardaway Jr.'], ['Maxi Kleber', 'Delon Wright', 'Seth Curry']]]"
462,2019-12-26,8:00p,Memphis Grizzlies,110,Oklahoma City Thunder,97,18203.0,Chesapeake Energy Arena,2020,"[[['Jaren Jackson Jr.', 'Jonas Valančiūnas', 'Ja Morant', 'Jae Crowder', 'Dillon Brooks'], ['Tyus Jones', ""De'Anthony Melton"", 'Brandon Clarke']], [['Shai Gilgeous-Alexander', 'Terrance Ferguson', 'Chris Paul', 'Steven Adams', 'Darius Bazley'], ['Dennis Schröder', 'Abdel Nader', 'Nerlens Noel']]]"
463,2019-12-26,10:00p,Minnesota Timberwolves,105,Sacramento Kings,104,17583.0,Golden 1 Center,2020,"[[['Andrew Wiggins', 'Gorgui Dieng', 'Robert Covington', 'Treveon Graham', 'Shabazz Napier'], ['Jeff Teague', 'Josh Okogie', 'Noah Vonleh']], [['Richaun Holmes', 'Harrison Barnes', 'Buddy Hield', 'Marvin Bagley III', ""De'Aaron Fox""], ['Bogdan Bogdanović', 'Cory Joseph', 'Trevor Ariza']]]"
464,2019-12-26,10:30p,Portland Trail Blazers,115,Utah Jazz,121,18306.0,Vivint Smart Home Arena,2020,"[[['CJ McCollum', 'Damian Lillard', 'Carmelo Anthony', 'Kent Bazemore', 'Hassan Whiteside'], ['Anfernee Simons', 'Skal Labissière', 'Gary Trent Jr.']], [['Donovan Mitchell', 'Bojan Bogdanović', 'Rudy Gobert', 'Joe Ingles', ""Royce O'Neale""], ['Jordan Clarkson', 'Emmanuel Mudiay', 'Georges Niang']]]"
465,2019-12-27,4:00p,Cleveland Cavaliers,117,Boston Celtics,129,19156.0,TD Garden,2020,"[[['Kevin Love', 'Collin Sexton', 'Tristan Thompson', 'Cedi Osman', 'Darius Garland'], ['Kevin Porter Jr.', 'Larry Nance Jr.', 'Matthew Dellavedova']], [['Jayson Tatum', 'Kemba Walker', 'Jaylen Brown', 'Gordon Hayward', 'Daniel Theis'], ['Enes Freedom', 'Brad Wanamaker', 'Grant Williams']]]"
466,2019-12-27,7:00p,Oklahoma City Thunder,104,Charlotte Hornets,102,18418.0,Spectrum Center,2020,"[[['Shai Gilgeous-Alexander', 'Chris Paul', 'Steven Adams', 'Terrance Ferguson', 'Darius Bazley'], ['Dennis Schröder', 'Deonte Burton', 'Nerlens Noel']], [[""Devonte' Graham"", 'P.J. Washington', 'Terry Rozier', 'Miles Bridges', 'Bismack Biyombo'], ['Cody Zeller', 'Malik Monk', 'Cody Martin']]]"
467,2019-12-27,7:00p,Philadelphia 76ers,97,Orlando Magic,98,17311.0,Amway Center,2020,"[[['Ben Simmons', 'Tobias Harris', 'Josh Richardson', 'Al Horford', 'Joel Embiid'], ['Furkan Korkmaz', 'James Ennis III', 'Mike Scott']], [['Aaron Gordon', 'Evan Fournier', 'Nikola Vučević', 'Jonathan Isaac', 'Markelle Fultz'], ['Terrence Ross', 'D.J. Augustin', 'Khem Birch']]]"
468,2019-12-27,7:30p,Milwaukee Bucks,112,Atlanta Hawks,86,17358.0,State Farm Arena,2020,"[[['Khris Middleton', 'Ersan İlyasova', 'Brook Lopez', 'Donte DiVincenzo', 'Wesley Matthews'], ['Sterling Brown', 'Pat Connaughton', 'Robin Lopez']], [['Kevin Huerter', 'John Collins', ""De'Andre Hunter"", 'Bruno Fernando', 'Trae Young'], ['Cam Reddish', 'Allen Crabbe', 'Damian Jones']]]"
469,2019-12-27,8:00p,Indiana Pacers,112,Miami Heat,113,19767.0,AmericanAirlines Arena,2020,"[[['Domantas Sabonis', 'T.J. Warren', 'Jeremy Lamb', 'Aaron Holiday', 'Myles Turner'], ['Justin Holiday', 'Doug McDermott', 'T.J. McConnell']], [['Bam Adebayo', 'Jimmy Butler', 'Kendrick Nunn', 'Duncan Robinson', 'Meyers Leonard'], ['Goran Dragić', 'Derrick Jones Jr.', 'Tyler Herro']]]"
470,2019-12-27,10:30p,Phoenix Suns,96,Golden State Warriors,105,18064.0,Chase Center,2020,"[[['Devin Booker', 'Ricky Rubio', 'Aron Baynes', 'Kelly Oubre Jr.', 'Dario Šarić'], ['Cameron Johnson', 'Mikal Bridges', 'Jevon Carter']], [['Damion Lee', ""D'Angelo Russell"", 'Glenn Robinson III', 'Draymond Green', 'Willie Cauley-Stein'], ['Alec Burks', 'Ky Bowman', 'Marquese Chriss']]]"
471,2019-12-28,5:00p,Memphis Grizzlies,110,Denver Nuggets,119,19697.0,Pepsi Center,2020,"[[['Ja Morant', 'Jaren Jackson Jr.', 'Dillon Brooks', 'Jae Crowder', 'Jonas Valančiūnas'], ['Brandon Clarke', 'Solomon Hill', 'Tyus Jones']], [['Gary Harris', 'Will Barton', 'Jamal Murray', 'Nikola Jokić', 'Mason Plumlee'], ['Jerami Grant', 'Michael Porter Jr.', 'Monte Morris']]]"
472,2019-12-28,7:00p,Toronto Raptors,113,Boston Celtics,97,19156.0,TD Garden,2020,"[[['Patrick McCaw', 'Kyle Lowry', 'Fred VanVleet', 'Serge Ibaka', 'OG Anunoby'], ['Terence Davis', 'Rondae Hollis-Jefferson', 'Chris Boucher']], [['Kemba Walker', 'Jaylen Brown', 'Jayson Tatum', 'Gordon Hayward', 'Daniel Theis'], ['Marcus Smart', 'Enes Freedom', 'Brad Wanamaker']]]"
473,2019-12-28,7:00p,Indiana Pacers,98,New Orleans Pelicans,120,15391.0,Smoothie King Center,2020,"[[['Aaron Holiday', 'Domantas Sabonis', 'T.J. Warren', 'Jeremy Lamb', 'Myles Turner'], ['Justin Holiday', 'T.J. McConnell', 'Doug McDermott']], [['Brandon Ingram', 'Lonzo Ball', 'Jrue Holiday', 'Derrick Favors', 'JJ Redick'], ['Josh Hart', 'Jaxson Hayes', ""E'Twaun Moore""]]]"
474,2019-12-28,8:00p,Atlanta Hawks,81,Chicago Bulls,116,21496.0,United Center,2020,"[[['John Collins', ""De'Andre Hunter"", 'Kevin Huerter', 'Cam Reddish', 'Bruno Fernando'], ['Allen Crabbe', ""DeAndre' Bembry"", 'Alex Len']], [['Kris Dunn', 'Zach LaVine', 'Tomáš Satoranský', 'Wendell Carter Jr.', 'Lauri Markkanen'], ['Coby White', 'Thaddeus Young', 'Daniel Gafford']]]"
475,2019-12-28,8:00p,Brooklyn Nets,98,Houston Rockets,108,18306.0,Toyota Center,2020,"[[['Spencer Dinwiddie', 'Joe Harris', 'Taurean Prince', 'Garrett Temple', 'Jarrett Allen'], ['Timothé Luwawu-Cabarrot', 'DeAndre Jordan', 'Wilson Chandler']], [['Danuel House Jr.', 'James Harden', 'Russell Westbrook', 'P.J. Tucker', 'Tyson Chandler'], ['Ben McLemore', 'Isaiah Hartenstein', 'Austin Rivers']]]"
476,2019-12-28,8:00p,Philadelphia 76ers,116,Miami Heat,117,19865.0,AmericanAirlines Arena,2020,"[[['Ben Simmons', 'Josh Richardson', 'Joel Embiid', 'Tobias Harris', 'Al Horford'], ['Trey Burke', 'James Ennis III', 'Mike Scott']], [['Jimmy Butler', 'Bam Adebayo', 'Meyers Leonard', 'Kendrick Nunn', 'Duncan Robinson'], ['Derrick Jones Jr.', 'Goran Dragić', 'Tyler Herro']]]"
477,2019-12-28,8:00p,Cleveland Cavaliers,94,Minnesota Timberwolves,88,15411.0,Target Center,2020,"[[['Tristan Thompson', 'Collin Sexton', 'Larry Nance Jr.', 'Darius Garland', 'Cedi Osman'], ['Kevin Porter Jr.', 'Dante Exum', 'Matthew Dellavedova']], [['Robert Covington', 'Treveon Graham', 'Jarrett Culver', 'Gorgui Dieng', 'Shabazz Napier'], ['Kelan Martin', 'Jeff Teague', 'Noah Vonleh']]]"
478,2019-12-28,8:00p,New York Knicks,107,Washington Wizards,100,19033.0,Capital One Arena,2020,"[[['Julius Randle', 'RJ Barrett', 'Elfrid Payton', 'Marcus Morris', 'Taj Gibson'], ['Damyean Dotson', 'Bobby Portis', 'Kevin Knox']], [['Troy Brown Jr.', 'Gary Payton II', 'Isaiah Thomas', 'Ian Mahinmi', 'Johnathan Williams'], ['Jordan McRae', 'Ish Smith', 'Isaac Bonga']]]"
479,2019-12-28,8:30p,Dallas Mavericks,141,Golden State Warriors,121,18064.0,Chase Center,2020,"[[['Luka Dončić', 'Dorian Finney-Smith', 'Kristaps Porziņģis', 'Dwight Powell', 'Tim Hardaway Jr.'], ['Seth Curry', 'Delon Wright', 'Justin Jackson']], [['Damion Lee', ""D'Angelo Russell"", 'Glenn Robinson III', 'Draymond Green', 'Willie Cauley-Stein'], ['Alec Burks', 'Ky Bowman', 'Alen Smailagić']]]"
480,2019-12-28,8:30p,Orlando Magic,100,Milwaukee Bucks,111,17920.0,Fiserv Forum,2020,"[[['Evan Fournier', 'Nikola Vučević', 'Jonathan Isaac', 'Markelle Fultz', 'Aaron Gordon'], ['D.J. Augustin', 'Terrence Ross', 'Wes Iwundu']], [['Khris Middleton', 'Brook Lopez', 'Ersan İlyasova', 'Donte DiVincenzo', 'Wesley Matthews'], ['Robin Lopez', 'Pat Connaughton', 'Kyle Korver']]]"
481,2019-12-28,8:30p,Detroit Pistons,109,San Antonio Spurs,136,18524.0,AT&T Center,2020,"[[['Andre Drummond', 'Blake Griffin', 'Tim Frazier', 'Tony Snell', 'Svi Mykhailiuk'], ['Bruce Brown', 'Derrick Rose', 'Langston Galloway']], [['DeMar DeRozan', 'LaMarcus Aldridge', 'Bryn Forbes', 'Dejounte Murray', 'Trey Lyles'], ['Jakob Poeltl', 'Rudy Gay', 'Derrick White']]]"
482,2019-12-28,9:00p,Phoenix Suns,112,Sacramento Kings,110,17583.0,Golden 1 Center,2020,"[[['Kelly Oubre Jr.', 'Devin Booker', 'Ricky Rubio', 'Aron Baynes', 'Dario Šarić'], ['Mikal Bridges', 'Cameron Johnson', 'Elie Okobo']], [['Harrison Barnes', 'Buddy Hield', 'Richaun Holmes', 'Cory Joseph', 'Nemanja Bjelica'], ['Bogdan Bogdanović', 'Yogi Ferrell', 'Justin James']]]"
483,2019-12-28,10:00p,Los Angeles Lakers,128,Portland Trail Blazers,120,19960.0,Moda Center,2020,"[[['LeBron James', 'Anthony Davis', 'Danny Green', 'Avery Bradley', 'JaVale McGee'], ['Kentavious Caldwell-Pope', 'Kyle Kuzma', 'Alex Caruso']], [['Damian Lillard', 'CJ McCollum', 'Hassan Whiteside', 'Carmelo Anthony', 'Skal Labissière'], ['Kent Bazemore', 'Anfernee Simons', 'Anthony Tolliver']]]"
484,2019-12-28,10:30p,Utah Jazz,120,Los Angeles Clippers,107,19068.0,STAPLES Center,2020,"[[['Rudy Gobert', 'Donovan Mitchell', 'Bojan Bogdanović', ""Royce O'Neale"", 'Joe Ingles'], ['Jordan Clarkson', 'Emmanuel Mudiay', 'Georges Niang']], [['Paul George', 'Kawhi Leonard', 'Ivica Zubac', 'Patrick Beverley', 'Maurice Harkless'], ['Lou Williams', 'Landry Shamet', 'JaMychal Green']]]"
485,2019-12-29,6:00p,Oklahoma City Thunder,98,Toronto Raptors,97,19800.0,Scotiabank Arena,2020,"[[['Shai Gilgeous-Alexander', 'Terrance Ferguson', 'Chris Paul', 'Darius Bazley', 'Steven Adams'], ['Abdel Nader', 'Nerlens Noel', 'Luguentz Dort']], [['Kyle Lowry', 'Fred VanVleet', 'Patrick McCaw', 'Serge Ibaka', 'OG Anunoby'], ['Terence Davis', 'Chris Boucher', 'Oshae Brissett']]]"
486,2019-12-29,8:00p,Sacramento Kings,115,Denver Nuggets,120,19520.0,Pepsi Center,2020,"[[['Buddy Hield', ""De'Aaron Fox"", 'Nemanja Bjelica', 'Richaun Holmes', 'Harrison Barnes'], ['Bogdan Bogdanović', 'Cory Joseph', 'Trevor Ariza']], [['Jerami Grant', 'Jamal Murray', 'Will Barton', 'Nikola Jokić', 'Michael Porter Jr.'], ['Malik Beasley', 'Mason Plumlee', 'Juancho Hernangómez']]]"
487,2019-12-29,8:00p,Charlotte Hornets,104,Memphis Grizzlies,117,16842.0,FedEx Forum,2020,"[[['Terry Rozier', ""Devonte' Graham"", 'P.J. Washington', 'Miles Bridges', 'Bismack Biyombo'], ['Malik Monk', 'Marvin Williams', 'Cody Zeller']], [['Ja Morant', 'Jaren Jackson Jr.', 'Dillon Brooks', 'Jonas Valančiūnas', 'Kyle Anderson'], ['Grayson Allen', 'Brandon Clarke', ""De'Anthony Melton""]]]"
488,2019-12-29,8:00p,Houston Rockets,112,New Orleans Pelicans,127,17712.0,Smoothie King Center,2020,"[[['Isaiah Hartenstein', 'P.J. Tucker', 'Danuel House Jr.', 'Austin Rivers', 'Eric Gordon'], ['Chris Clemons', 'Ben McLemore', 'Gary Clark']], [['Lonzo Ball', 'Brandon Ingram', 'Jrue Holiday', 'Derrick Favors', 'JJ Redick'], ['Josh Hart', ""E'Twaun Moore"", 'Kenrich Williams']]]"
489,2019-12-29,9:30p,Dallas Mavericks,95,Los Angeles Lakers,108,18997.0,STAPLES Center,2020,"[[['Dwight Powell', 'Dorian Finney-Smith', 'Luka Dončić', 'Kristaps Porziņģis', 'Tim Hardaway Jr.'], ['Seth Curry', 'Justin Jackson', 'Delon Wright']], [['Anthony Davis', 'LeBron James', 'Avery Bradley', 'Danny Green', 'JaVale McGee'], ['Kyle Kuzma', 'Kentavious Caldwell-Pope', 'Dwight Howard']]]"
490,2019-12-30,7:00p,Atlanta Hawks,101,Orlando Magic,93,17784.0,Amway Center,2020,"[[[""De'Andre Hunter"", 'Kevin Huerter', 'John Collins', 'Cam Reddish', 'Bruno Fernando'], ['Alex Len', 'Brandon Goodwin', 'Vince Carter']], [['Evan Fournier', 'Nikola Vučević', 'Jonathan Isaac', 'Markelle Fultz', 'Wes Iwundu'], ['D.J. Augustin', 'Terrence Ross', 'Mo Bamba']]]"
491,2019-12-30,7:00p,Miami Heat,105,Washington Wizards,123,20476.0,Capital One Arena,2020,"[[['Jimmy Butler', 'Bam Adebayo', 'Kendrick Nunn', 'Duncan Robinson', 'Meyers Leonard'], ['Derrick Jones Jr.', 'Goran Dragić', 'Tyler Herro']], [['Ian Mahinmi', 'Troy Brown Jr.', 'Isaiah Thomas', 'Johnathan Williams', 'Gary Payton II'], ['Jordan McRae', 'Ish Smith', 'Garrison Mathews']]]"
492,2019-12-30,8:00p,Milwaukee Bucks,123,Chicago Bulls,102,21954.0,United Center,2020,"[[['Khris Middleton', 'Giannis Antetokounmpo', 'Brook Lopez', 'Donte DiVincenzo', 'Eric Bledsoe'], ['Pat Connaughton', 'Kyle Korver', 'Robin Lopez']], [['Zach LaVine', 'Wendell Carter Jr.', 'Lauri Markkanen', 'Tomáš Satoranský', 'Kris Dunn'], ['Coby White', 'Thaddeus Young', 'Daniel Gafford']]]"
493,2019-12-30,8:00p,Brooklyn Nets,115,Minnesota Timberwolves,122,15824.0,Target Center,2020,"[[['Joe Harris', 'Garrett Temple', 'Spencer Dinwiddie', 'Taurean Prince', 'Jarrett Allen'], ['DeAndre Jordan', 'Wilson Chandler', 'Timothé Luwawu-Cabarrot']], [['Jarrett Culver', 'Robert Covington', 'Kelan Martin', 'Shabazz Napier', 'Gorgui Dieng'], ['Keita Bates-Diop', 'Jeff Teague', 'Naz Reid']]]"
494,2019-12-30,9:00p,Detroit Pistons,81,Utah Jazz,104,18306.0,Vivint Smart Home Arena,2020,"[[['Bruce Brown', 'Andre Drummond', 'Svi Mykhailiuk', 'Tony Snell', 'Tim Frazier'], ['Christian Wood', 'Derrick Rose', 'Langston Galloway']], [['Bojan Bogdanović', 'Rudy Gobert', 'Donovan Mitchell', 'Joe Ingles', ""Royce O'Neale""], ['Jordan Clarkson', 'Emmanuel Mudiay', 'Georges Niang']]]"
495,2019-12-30,10:00p,Phoenix Suns,122,Portland Trail Blazers,116,19896.0,Moda Center,2020,"[[['Kelly Oubre Jr.', 'Devin Booker', 'Ricky Rubio', 'Aron Baynes', 'Dario Šarić'], ['Mikal Bridges', 'Deandre Ayton', 'Cameron Johnson']], [['Damian Lillard', 'CJ McCollum', 'Hassan Whiteside', 'Carmelo Anthony', 'Kent Bazemore'], ['Anfernee Simons', 'Gary Trent Jr.', 'Nassir Little']]]"
496,2019-12-31,3:00p,Boston Celtics,109,Charlotte Hornets,92,19216.0,Spectrum Center,2020,"[[['Jayson Tatum', 'Gordon Hayward', 'Kemba Walker', 'Marcus Smart', 'Daniel Theis'], ['Enes Freedom', 'Brad Wanamaker', 'Semi Ojeleye']], [[""Devonte' Graham"", 'P.J. Washington', 'Terry Rozier', 'Miles Bridges', 'Bismack Biyombo'], ['Dwayne Bacon', 'Cody Martin', 'Cody Zeller']]]"
497,2019-12-31,3:00p,Philadelphia 76ers,97,Indiana Pacers,115,17923.0,Bankers Life Fieldhouse,2020,"[[['Ben Simmons', 'Josh Richardson', 'Al Horford', ""Kyle O'Quinn"", 'Tobias Harris'], ['James Ennis III', 'Shake Milton', 'Mike Scott']], [['Domantas Sabonis', 'T.J. Warren', 'Myles Turner', 'Jeremy Lamb', 'Malcolm Brogdon'], ['Aaron Holiday', 'Justin Holiday', 'T.J. McConnell']]]"
498,2019-12-31,5:00p,Los Angeles Clippers,105,Sacramento Kings,87,16231.0,Golden 1 Center,2020,"[[['Paul George', 'Kawhi Leonard', 'Landry Shamet', 'Ivica Zubac', 'Maurice Harkless'], ['JaMychal Green', 'Montrezl Harrell', 'Derrick Walton']], [['Buddy Hield', 'Harrison Barnes', ""De'Aaron Fox"", 'Richaun Holmes', 'Nemanja Bjelica'], ['Bogdan Bogdanović', 'Trevor Ariza', 'Harry Giles']]]"
499,2019-12-31,7:00p,Denver Nuggets,104,Houston Rockets,130,18055.0,Toyota Center,2020,"[[['Will Barton', 'Nikola Jokić', 'Jamal Murray', 'Paul Millsap', 'Torrey Craig'], ['Monte Morris', 'Malik Beasley', 'Jerami Grant']], [['James Harden', 'P.J. Tucker', 'Russell Westbrook', 'Danuel House Jr.', 'Clint Capela'], ['Eric Gordon', 'Isaiah Hartenstein', 'Ben McLemore']]]"
500,2019-12-31,7:00p,Golden State Warriors,113,San Antonio Spurs,117,18354.0,AT&T Center,2020,"[[['Glenn Robinson III', 'Damion Lee', 'Alec Burks', 'Draymond Green', 'Marquese Chriss'], ['Ky Bowman', 'Eric Paschall', 'Jacob Evans']], [['LaMarcus Aldridge', 'DeMar DeRozan', 'Bryn Forbes', 'Dejounte Murray', 'Trey Lyles'], ['Patty Mills', 'Derrick White', 'Rudy Gay']]]"
501,2019-12-31,7:00p,Cleveland Cavaliers,97,Toronto Raptors,117,19800.0,Scotiabank Arena,2020,"[[['Darius Garland', 'Tristan Thompson', 'Collin Sexton', 'Kevin Love', 'Cedi Osman'], ['Kevin Porter Jr.', 'Larry Nance Jr.', 'Matthew Dellavedova']], [['Kyle Lowry', 'Serge Ibaka', 'Fred VanVleet', 'Rondae Hollis-Jefferson', 'Patrick McCaw'], ['OG Anunoby', 'Terence Davis', 'Chris Boucher']]]"
502,2019-12-31,8:00p,Dallas Mavericks,101,Oklahoma City Thunder,106,18203.0,Chesapeake Energy Arena,2020,"[[['Luka Dončić', 'Maxi Kleber', 'Dorian Finney-Smith', 'Dwight Powell', 'Jalen Brunson'], ['Seth Curry', 'Delon Wright', 'Justin Jackson']], [['Chris Paul', 'Shai Gilgeous-Alexander', 'Danilo Gallinari', 'Steven Adams', 'Terrance Ferguson'], ['Dennis Schröder', 'Nerlens Noel', 'Hamidou Diallo']]]"
503,2020-01-01,6:00p,Orlando Magic,122,Washington Wizards,101,14921.0,Capital One Arena,2020,"[[['Evan Fournier', 'Nikola Vučević', 'Markelle Fultz', 'Wes Iwundu', 'Jonathan Isaac'], ['D.J. Augustin', 'Khem Birch', 'Terrence Ross']], [['Bradley Beal', 'Ian Mahinmi', 'Isaiah Thomas', 'Johnathan Williams', 'Gary Payton II'], ['Jordan McRae', 'Ish Smith', 'Troy Brown Jr.']]]"
504,2020-01-01,7:30p,Portland Trail Blazers,93,New York Knicks,117,19812.0,Madison Square Garden (IV),2020,"[[['Damian Lillard', 'Hassan Whiteside', 'CJ McCollum', 'Carmelo Anthony', 'Kent Bazemore'], ['Anfernee Simons', 'Anthony Tolliver', 'Gary Trent Jr.']], [['Marcus Morris', 'Julius Randle', 'Elfrid Payton', 'RJ Barrett', 'Taj Gibson'], ['Mitchell Robinson', 'Frank Ntilikina', 'Bobby Portis']]]"
505,2020-01-01,8:00p,Minnesota Timberwolves,104,Milwaukee Bucks,106,17819.0,Fiserv Forum,2020,"[[['Robert Covington', 'Jarrett Culver', 'Shabazz Napier', 'Gorgui Dieng', 'Kelan Martin'], ['Josh Okogie', 'Keita Bates-Diop', 'Naz Reid']], [['Khris Middleton', 'Giannis Antetokounmpo', 'Brook Lopez', 'Donte DiVincenzo', 'Eric Bledsoe'], ['Pat Connaughton', 'George Hill', 'Kyle Korver']]]"
506,2020-01-01,10:30p,Phoenix Suns,107,Los Angeles Lakers,117,18997.0,STAPLES Center,2020,"[[['Devin Booker', 'Kelly Oubre Jr.', 'Ricky Rubio', 'Aron Baynes', 'Dario Šarić'], ['Deandre Ayton', 'Mikal Bridges', 'Tyler Johnson']], [['LeBron James', 'Anthony Davis', 'Avery Bradley', 'Danny Green', 'JaVale McGee'], ['Kyle Kuzma', 'Kentavious Caldwell-Pope', 'Dwight Howard']]]"
507,2020-01-02,7:00p,Charlotte Hornets,109,Cleveland Cavaliers,106,17859.0,Rocket Mortgage Fieldhouse,2020,"[[[""Devonte' Graham"", 'Terry Rozier', 'P.J. Washington', 'Bismack Biyombo', 'Miles Bridges'], ['Dwayne Bacon', 'Cody Zeller', 'Malik Monk']], [['Collin Sexton', 'Darius Garland', 'Kevin Love', 'Tristan Thompson', 'Cedi Osman'], ['Kevin Porter Jr.', 'Larry Nance Jr.', 'John Henson']]]"
508,2020-01-02,7:00p,Denver Nuggets,124,Indiana Pacers,116,16688.0,Bankers Life Fieldhouse,2020,"[[['Jamal Murray', 'Gary Harris', 'Will Barton', 'Paul Millsap', 'Nikola Jokić'], ['Mason Plumlee', 'Michael Porter Jr.', 'Jerami Grant']], [['Domantas Sabonis', 'T.J. Warren', 'Jeremy Lamb', 'Myles Turner', 'Aaron Holiday'], ['T.J. McConnell', 'Justin Holiday', 'Doug McDermott']]]"
509,2020-01-02,7:30p,Toronto Raptors,76,Miami Heat,84,19939.0,AmericanAirlines Arena,2020,"[[['Kyle Lowry', 'Fred VanVleet', 'OG Anunoby', 'Serge Ibaka', 'Patrick McCaw'], ['Rondae Hollis-Jefferson', 'Terence Davis', 'Chris Boucher']], [['Kendrick Nunn', 'Bam Adebayo', 'Jimmy Butler', 'Meyers Leonard', 'Duncan Robinson'], ['Tyler Herro', 'Derrick Jones Jr.', 'Goran Dragić']]]"
510,2020-01-02,8:00p,Utah Jazz,102,Chicago Bulls,98,19398.0,United Center,2020,"[[['Donovan Mitchell', 'Rudy Gobert', 'Joe Ingles', 'Bojan Bogdanović', ""Royce O'Neale""], ['Jordan Clarkson', 'Georges Niang', 'Emmanuel Mudiay']], [['Zach LaVine', 'Wendell Carter Jr.', 'Tomáš Satoranský', 'Lauri Markkanen', 'Kris Dunn'], ['Coby White', 'Thaddeus Young', 'Daniel Gafford']]]"
511,2020-01-02,8:00p,Golden State Warriors,84,Minnesota Timberwolves,99,15477.0,Target Center,2020,"[[['Glenn Robinson III', 'Damion Lee', 'Draymond Green', 'Marquese Chriss', 'Alec Burks'], ['Ky Bowman', 'Eric Paschall', 'Jacob Evans']], [['Shabazz Napier', 'Jarrett Culver', 'Robert Covington', 'Kelan Martin', 'Gorgui Dieng'], ['Josh Okogie', 'Naz Reid', 'Keita Bates-Diop']]]"
512,2020-01-02,8:30p,Brooklyn Nets,111,Dallas Mavericks,123,20289.0,American Airlines Center,2020,"[[['Joe Harris', 'Taurean Prince', 'Spencer Dinwiddie', 'DeAndre Jordan', 'Rodions Kurucs'], ['Timothé Luwawu-Cabarrot', 'Theo Pinson', 'Jarrett Allen']], [['Luka Dončić', 'Dorian Finney-Smith', 'Justin Jackson', 'Dwight Powell', 'J.J. Barea'], ['Seth Curry', 'Maxi Kleber', 'Delon Wright']]]"
513,2020-01-02,8:30p,Oklahoma City Thunder,109,San Antonio Spurs,103,18354.0,AT&T Center,2020,"[[['Shai Gilgeous-Alexander', 'Chris Paul', 'Danilo Gallinari', 'Steven Adams', 'Terrance Ferguson'], ['Dennis Schröder', 'Nerlens Noel', 'Hamidou Diallo']], [['DeMar DeRozan', 'LaMarcus Aldridge', 'Bryn Forbes', 'Dejounte Murray', 'Trey Lyles'], ['Derrick White', 'Patty Mills', 'Lonnie Walker IV']]]"
514,2020-01-02,10:00p,Memphis Grizzlies,123,Sacramento Kings,128,17351.0,Golden 1 Center,2020,"[[['Ja Morant', 'Jaren Jackson Jr.', 'Jae Crowder', 'Jonas Valančiūnas', 'Dillon Brooks'], [""De'Anthony Melton"", 'Brandon Clarke', 'Tyus Jones']], [['Harrison Barnes', 'Richaun Holmes', 'Buddy Hield', ""De'Aaron Fox"", 'Nemanja Bjelica'], ['Trevor Ariza', 'Bogdan Bogdanović', 'Cory Joseph']]]"
