,Date,Start (ET),Visitor/Neutral,VisitorScore,Home/Neutral,HomeScore,Attend.,Arena,season,players
4621,2023-11-13,8:00p,Chicago Bulls,109,Milwaukee Bucks,118,17865.0,Fiserv Forum,2024,"[[['Zach LaVine', 'DeMar DeRozan', 'Nikola Vučević', 'Coby White', 'Torrey Craig'], ['Patrick Williams', 'Ayo Dosunmu', 'Jevon Carter']], [['Giannis Antetokounmpo', 'Damian Lillard', 'Brook Lopez', 'Malik Beasley', 'Khris Middleton'], ['Pat Connaughton', 'Bobby Portis', 'MarJon Beauchamp']]]"
4622,2023-11-13,10:00p,Cleveland Cavaliers,120,Sacramento Kings,132,17829.0,Golden 1 Center,2024,"[[['Donovan Mitchell', 'Max Strus', 'Darius Garland', 'Evan Mobley', 'Jarrett Allen'], ['Caris LeVert', 'Georges Niang', 'Dean Wade']], [['Keegan Murray', ""De'Aaron Fox"", 'Domantas Sabonis', 'Kevin Huerter', 'Harrison Barnes'], ['Malik Monk', 'Sasha Vezenkov', 'Keon Ellis']]]"
4623,2023-11-14,7:00p,Miami Heat,111,Charlotte Hornets,105,15673.0,Spectrum Center,2024,"[[['Bam Adebayo', 'Duncan Robinson', 'Jimmy Butler', 'Haywood Highsmith', 'Kyle Lowry'], ['Josh Richardson', 'Jaime Jaquez Jr.', 'Kevin Love']], [['LaMelo Ball', 'P.J. Washington', 'JT Thor', 'Mark Williams', 'Théo Maledon'], ['Bryce McGowens', 'Nick Richards', 'Ish Smith']]]"
4624,2023-11-14,7:00p,Atlanta Hawks,126,Detroit Pistons,120,16963.0,Little Caesars Arena,2024,"[[['Dejounte Murray', 'Jalen Johnson', ""De'Andre Hunter"", 'Bogdan Bogdanović', 'Clint Capela'], ['Saddiq Bey', 'Onyeka Okongwu', 'Trent Forrest']], [['Cade Cunningham', 'Ausar Thompson', 'Marvin Bagley III', 'Killian Hayes', 'Isaiah Stewart'], ['Kevin Knox', 'Alec Burks', 'Jaden Ivey']]]"
4625,2023-11-14,7:00p,Indiana Pacers,132,Philadelphia 76ers,126,19774.0,Wells Fargo Center,2024,"[[['Tyrese Haliburton', 'Obi Toppin', 'Bruce Brown', 'Myles Turner', 'Bennedict Mathurin'], ['Buddy Hield', 'Aaron Nesmith', 'Isaiah Jackson']], [['Tyrese Maxey', 'Joel Embiid', 'Tobias Harris', ""De'Anthony Melton"", 'Robert Covington'], ['Patrick Beverley', 'Danuel House Jr.', 'Marcus Morris']]]"
4626,2023-11-14,7:30p,Orlando Magic,104,Brooklyn Nets,124,17361.0,Barclays Center,2024,"[[['Franz Wagner', 'Paolo Banchero', 'Jalen Suggs', 'Goga Bitadze', 'Anthony Black'], ['Cole Anthony', 'Moritz Wagner', 'Joe Ingles']], [['Spencer Dinwiddie', 'Mikal Bridges', 'Cameron Johnson', 'Dorian Finney-Smith', 'Nic Claxton'], [""Royce O'Neale"", ""Day'Ron Sharpe"", 'Lonnie Walker IV']]]"
4627,2023-11-14,7:30p,San Antonio Spurs,87,Oklahoma City Thunder,123,18203.0,Paycom Center,2024,"[[['Zach Collins', 'Julian Champagnie', 'Victor Wembanyama', 'Jeremy Sochan', 'Devin Vassell'], ['Malaki Branham', 'Doug McDermott', ""Devonte' Graham""]], [['Chet Holmgren', 'Shai Gilgeous-Alexander', 'Josh Giddey', 'Luguentz Dort', 'Jalen Williams'], ['Cason Wallace', 'Vasilije Micić', 'Jaylin Williams']]]"
4628,2023-11-14,8:00p,Dallas Mavericks,110,New Orleans Pelicans,131,16354.0,Smoothie King Center,2024,"[[['Luka Dončić', 'Kyrie Irving', 'Grant Williams', 'Dereck Lively II', 'Derrick Jones Jr.'], ['Josh Green', 'Tim Hardaway Jr.', 'Jaden Hardy']], [['Brandon Ingram', 'Herbert Jones', 'Dyson Daniels', 'Zion Williamson', 'Jonas Valančiūnas'], ['Jordan Hawkins', 'Naji Marshall', 'Matt Ryan']]]"
4629,2023-11-14,9:00p,Portland Trail Blazers,99,Utah Jazz,115,18206.0,Delta Center,2024,"[[['Shaedon Sharpe', 'Deandre Ayton', 'Skylar Mays', 'Jerami Grant', 'Toumani Camara'], ['Matisse Thybulle', 'Jabari Walker', 'Jamaree Bouyea']], [['Jordan Clarkson', 'John Collins', 'Lauri Markkanen', 'Keyonte George', 'Ochai Agbaji'], ['Collin Sexton', 'Kelly Olynyk', 'Talen Horton-Tucker']]]"
4630,2023-11-14,10:00p,Los Angeles Clippers,108,Denver Nuggets,111,19661.0,Ball Arena,2024,"[[['Paul George', 'Kawhi Leonard', 'James Harden', 'Ivica Zubac', 'Russell Westbrook'], ['Terance Mann', 'Norman Powell', 'P.J. Tucker']], [['Aaron Gordon', 'Kentavious Caldwell-Pope', 'Nikola Jokić', 'Michael Porter Jr.', 'Reggie Jackson'], ['Christian Braun', 'Jalen Pickett', 'Zeke Nnaji']]]"
4631,2023-11-14,10:00p,Minnesota Timberwolves,104,Golden State Warriors,101,18064.0,Chase Center,2024,"[[['Karl-Anthony Towns', 'Anthony Edwards', 'Rudy Gobert', 'Mike Conley', 'Jaden McDaniels'], ['Kyle Anderson', 'Nickeil Alexander-Walker', 'Naz Reid']], [['Chris Paul', 'Dario Šarić', 'Andrew Wiggins', 'Draymond Green', 'Klay Thompson'], ['Brandin Podziemski', 'Kevon Looney', 'Jonathan Kuminga']]]"
4632,2023-11-14,10:30p,Memphis Grizzlies,107,Los Angeles Lakers,134,18430.0,Crypto.com Arena,2024,"[[['Desmond Bane', 'Bismack Biyombo', 'Jaren Jackson Jr.', 'Jacob Gilyard', 'Marcus Smart'], ['David Roddy', 'Ziaire Williams', 'Santi Aldama']], [['Taurean Prince', 'Anthony Davis', ""D'Angelo Russell"", 'Cam Reddish', 'LeBron James'], ['Austin Reaves', 'Rui Hachimura', 'Christian Wood']]]"
4633,2023-11-15,7:00p,Dallas Mavericks,130,Washington Wizards,117,16632.0,Capital One Arena,2024,"[[['Josh Green', 'Grant Williams', 'Luka Dončić', 'Derrick Jones Jr.', 'Dereck Lively II'], ['Tim Hardaway Jr.', 'Seth Curry', 'Dante Exum']], [['Jordan Poole', 'Kyle Kuzma', 'Deni Avdija', 'Daniel Gafford', 'Tyus Jones'], ['Bilal Coulibaly', 'Corey Kispert', 'Landry Shamet']]]"
4634,2023-11-15,7:30p,New York Knicks,116,Atlanta Hawks,114,17060.0,State Farm Arena,2024,"[[['Jalen Brunson', 'Julius Randle', 'Josh Hart', 'Mitchell Robinson', 'Quentin Grimes'], ['Immanuel Quickley', 'Donte DiVincenzo', 'Isaiah Hartenstein']], [['Trae Young', 'Dejounte Murray', 'Jalen Johnson', ""De'Andre Hunter"", 'Clint Capela'], ['Bogdan Bogdanović', 'Saddiq Bey', 'Onyeka Okongwu']]]"
4635,2023-11-15,7:30p,Boston Celtics,117,Philadelphia 76ers,107,19773.0,Wells Fargo Center,2024,"[[['Jayson Tatum', 'Derrick White', 'Jrue Holiday', 'Sam Hauser', 'Al Horford'], ['Payton Pritchard', 'Luke Kornet', 'Svi Mykhailiuk']], [['Tyrese Maxey', 'Tobias Harris', 'Robert Covington', ""De'Anthony Melton"", 'Joel Embiid'], ['Jaden Springer', 'Paul Reed', 'Patrick Beverley']]]"
4636,2023-11-15,7:30p,Milwaukee Bucks,128,Toronto Raptors,112,19800.0,Scotiabank Arena,2024,"[[['Brook Lopez', 'Malik Beasley', 'Damian Lillard', 'Khris Middleton', 'Andre Jackson Jr.'], ['Bobby Portis', 'Pat Connaughton', 'Cameron Payne']], [['Scottie Barnes', 'Pascal Siakam', 'Jakob Poeltl', 'Gradey Dick', 'Dennis Schröder'], ['Malachi Flynn', 'Chris Boucher', 'Jalen McDaniels']]]"
4637,2023-11-15,8:00p,Orlando Magic,96,Chicago Bulls,94,19092.0,United Center,2024,"[[['Paolo Banchero', 'Franz Wagner', 'Anthony Black', 'Jalen Suggs', 'Goga Bitadze'], ['Cole Anthony', 'Gary Harris', 'Moritz Wagner']], [['Zach LaVine', 'Nikola Vučević', 'Coby White', 'Patrick Williams', 'Torrey Craig'], ['Alex Caruso', 'Ayo Dosunmu', 'Jevon Carter']]]"
4638,2023-11-15,9:00p,Minnesota Timberwolves,115,Phoenix Suns,133,17071.0,Footprint Center,2024,"[[['Karl-Anthony Towns', 'Anthony Edwards', 'Rudy Gobert', 'Jaden McDaniels', 'Mike Conley'], ['Shake Milton', 'Nickeil Alexander-Walker', 'Kyle Anderson']], [['Kevin Durant', 'Eric Gordon', 'Grayson Allen', 'Devin Booker', 'Jusuf Nurkić'], ['Yuta Watanabe', 'Drew Eubanks', 'Josh Okogie']]]"
4639,2023-11-15,10:00p,Sacramento Kings,125,Los Angeles Lakers,110,18687.0,Crypto.com Arena,2024,"[[['Domantas Sabonis', 'Harrison Barnes', ""De'Aaron Fox"", 'Kevin Huerter', 'Keegan Murray'], ['Malik Monk', 'Sasha Vezenkov', 'Keon Ellis']], [['LeBron James', ""D'Angelo Russell"", 'Anthony Davis', 'Cam Reddish', 'Taurean Prince'], ['Austin Reaves', 'Rui Hachimura', 'Jaxson Hayes']]]"
4640,2023-11-15,10:00p,Cleveland Cavaliers,109,Portland Trail Blazers,95,18137.0,Moda Center,2024,"[[['Max Strus', 'Donovan Mitchell', 'Evan Mobley', 'Dean Wade', 'Jarrett Allen'], ['Caris LeVert', 'Georges Niang', 'Craig Porter Jr.']], [['Jerami Grant', 'Skylar Mays', 'Shaedon Sharpe', 'Deandre Ayton', 'Toumani Camara'], ['Matisse Thybulle', 'Jabari Walker', 'Duop Reath']]]"
4641,2023-11-16,7:30p,Brooklyn Nets,115,Miami Heat,122,19866.0,Kaseya Center,2024,"[[['Mikal Bridges', 'Spencer Dinwiddie', 'Dorian Finney-Smith', 'Cameron Johnson', 'Nic Claxton'], ['Lonnie Walker IV', ""Royce O'Neale"", 'Dennis Smith Jr.']], [['Duncan Robinson', 'Jimmy Butler', 'Bam Adebayo', 'Kyle Lowry', 'Haywood Highsmith'], ['Jaime Jaquez Jr.', 'Josh Richardson', 'Kevin Love']]]"
4642,2023-11-16,10:00p,Oklahoma City Thunder,128,Golden State Warriors,109,18064.0,Chase Center,2024,"[[['Shai Gilgeous-Alexander', 'Jalen Williams', 'Chet Holmgren', 'Josh Giddey', 'Luguentz Dort'], ['Cason Wallace', 'Isaiah Joe', 'Vasilije Micić']], [['Chris Paul', 'Klay Thompson', 'Jonathan Kuminga', 'Andrew Wiggins', 'Dario Šarić'], ['Brandin Podziemski', 'Moses Moody', 'Cory Joseph']]]"
4643,2023-11-17,7:00p,Milwaukee Bucks,130,Charlotte Hornets,99,19258.0,Spectrum Center,2024,"[[['Brook Lopez', 'Damian Lillard', 'Malik Beasley', 'Giannis Antetokounmpo', 'Khris Middleton'], ['Pat Connaughton', 'Bobby Portis', 'Cameron Payne']], [['LaMelo Ball', 'Mark Williams', 'Gordon Hayward', 'Brandon Miller', 'P.J. Washington'], ['Miles Bridges', 'Ish Smith', 'Bryce McGowens']]]"
4644,2023-11-17,7:00p,New York Knicks,120,Washington Wizards,99,16886.0,Capital One Arena,2024,"[[['Julius Randle', 'Jalen Brunson', 'Josh Hart', 'Mitchell Robinson', 'Donte DiVincenzo'], ['Immanuel Quickley', 'Isaiah Hartenstein', 'Evan Fournier']], [['Kyle Kuzma', 'Deni Avdija', 'Tyus Jones', 'Jordan Poole', 'Daniel Gafford'], ['Bilal Coulibaly', 'Corey Kispert', 'Danilo Gallinari']]]"
4645,2023-11-17,7:30p,Philadelphia 76ers,126,Atlanta Hawks,116,17067.0,State Farm Arena,2024,"[[['Tyrese Maxey', 'Tobias Harris', 'Joel Embiid', ""De'Anthony Melton"", 'Robert Covington'], ['Jaden Springer', 'Danuel House Jr.', 'Patrick Beverley']], [['Trae Young', 'Jalen Johnson', 'Dejounte Murray', 'Clint Capela', ""De'Andre Hunter""], ['Saddiq Bey', 'Bogdan Bogdanović', 'Onyeka Okongwu']]]"
4646,2023-11-17,7:30p,Detroit Pistons,100,Cleveland Cavaliers,108,19432.0,Rocket Mortgage Fieldhouse,2024,"[[['Cade Cunningham', 'Kevin Knox', 'Isaiah Stewart', 'Killian Hayes', 'Ausar Thompson'], ['Jaden Ivey', 'Alec Burks', 'Stanley Umude']], [['Max Strus', 'Evan Mobley', 'Darius Garland', 'Jarrett Allen', 'Dean Wade'], ['Caris LeVert', 'Georges Niang', 'Craig Porter Jr.']]]"
4647,2023-11-17,7:30p,Sacramento Kings,129,San Antonio Spurs,120,18354.0,Frost Bank Center,2024,"[[[""De'Aaron Fox"", 'Keegan Murray', 'Domantas Sabonis', 'Harrison Barnes', 'Kevin Huerter'], ['Malik Monk', 'Sasha Vezenkov', 'Chris Duarte']], [['Jeremy Sochan', 'Keldon Johnson', 'Zach Collins', 'Victor Wembanyama', 'Julian Champagnie'], ['Malaki Branham', 'Doug McDermott', 'Cedi Osman']]]"
4648,2023-11-17,7:30p,Boston Celtics,108,Toronto Raptors,105,19800.0,Scotiabank Arena,2024,"[[['Jayson Tatum', 'Jaylen Brown', 'Kristaps Porziņģis', 'Jrue Holiday', 'Derrick White'], ['Al Horford', 'Sam Hauser', 'Payton Pritchard']], [['Dennis Schröder', 'Jakob Poeltl', 'Scottie Barnes', 'Gary Trent Jr.', 'Pascal Siakam'], ['Precious Achiuwa', 'Malachi Flynn', 'Chris Boucher']]]"
4649,2023-11-17,8:00p,Orlando Magic,103,Chicago Bulls,97,20235.0,United Center,2024,"[[['Franz Wagner', 'Paolo Banchero', 'Gary Harris', 'Goga Bitadze', 'Anthony Black'], ['Cole Anthony', 'Joe Ingles', 'Moritz Wagner']], [['Zach LaVine', 'DeMar DeRozan', 'Nikola Vučević', 'Coby White', 'Alex Caruso'], ['Torrey Craig', 'Andre Drummond', 'Ayo Dosunmu']]]"
4650,2023-11-17,8:00p,Denver Nuggets,110,New Orleans Pelicans,115,15278.0,Smoothie King Center,2024,"[[['Aaron Gordon', 'Nikola Jokić', 'Kentavious Caldwell-Pope', 'Reggie Jackson', 'Michael Porter Jr.'], ['Christian Braun', 'Peyton Watson', 'Jalen Pickett']], [['Brandon Ingram', 'Herbert Jones', 'Jonas Valančiūnas', 'Dyson Daniels', 'Zion Williamson'], ['Jordan Hawkins', 'Matt Ryan', 'Naji Marshall']]]"
4651,2023-11-17,10:00p,Los Angeles Lakers,107,Portland Trail Blazers,95,18570.0,Moda Center,2024,"[[['Taurean Prince', 'Anthony Davis', 'LeBron James', 'Cam Reddish', ""D'Angelo Russell""], ['Rui Hachimura', 'Christian Wood', 'Austin Reaves']], [['Jerami Grant', 'Shaedon Sharpe', 'Deandre Ayton', 'Toumani Camara', 'Skylar Mays'], ['Matisse Thybulle', 'Jabari Walker', 'Duop Reath']]]"
4652,2023-11-17,10:00p,Phoenix Suns,131,Utah Jazz,128,18206.0,Delta Center,2024,"[[['Kevin Durant', 'Eric Gordon', 'Devin Booker', 'Grayson Allen', 'Jusuf Nurkić'], ['Drew Eubanks', 'Keita Bates-Diop', 'Jordan Goodwin']], [['Lauri Markkanen', 'Jordan Clarkson', 'John Collins', 'Keyonte George', 'Ochai Agbaji'], ['Collin Sexton', 'Kelly Olynyk', 'Talen Horton-Tucker']]]"
4653,2023-11-17,10:30p,Houston Rockets,100,Los Angeles Clippers,106,19370.0,Crypto.com Arena,2024,"[[['Fred VanVleet', 'Alperen Sengun', 'Jalen Green', 'Jabari Smith Jr.', 'Dillon Brooks'], ['Tari Eason', 'Aaron Holiday', 'Jeff Green']], [['Paul George', 'Kawhi Leonard', 'Ivica Zubac', 'James Harden', 'Terance Mann'], ['Norman Powell', 'Russell Westbrook', 'P.J. Tucker']]]"
4654,2023-11-18,6:00p,New York Knicks,122,Charlotte Hornets,108,19171.0,Spectrum Center,2024,"[[['Jalen Brunson', 'Julius Randle', 'Mitchell Robinson', 'Donte DiVincenzo', 'RJ Barrett'], ['Josh Hart', 'Immanuel Quickley', 'Isaiah Hartenstein']], [['LaMelo Ball', 'Brandon Miller', 'P.J. Washington', 'Gordon Hayward', 'Mark Williams'], ['Miles Bridges', 'Ish Smith', 'Bryce McGowens']]]"
4655,2023-11-18,7:00p,Minnesota Timberwolves,121,New Orleans Pelicans,120,15536.0,Smoothie King Center,2024,"[[['Rudy Gobert', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Mike Conley', 'Anthony Edwards'], ['Kyle Anderson', 'Naz Reid', 'Nickeil Alexander-Walker']], [['Dyson Daniels', 'Jordan Hawkins', 'Brandon Ingram', 'Jonas Valančiūnas', 'Herbert Jones'], ['Matt Ryan', 'Naji Marshall', 'Cody Zeller']]]"
4656,2023-11-18,8:00p,Miami Heat,97,Chicago Bulls,102,18063.0,United Center,2024,"[[['Bam Adebayo', 'Duncan Robinson', 'Jimmy Butler', 'Kyle Lowry', 'Haywood Highsmith'], ['Jaime Jaquez Jr.', 'Josh Richardson', 'Caleb Martin']], [['DeMar DeRozan', 'Zach LaVine', 'Nikola Vučević', 'Coby White', 'Alex Caruso'], ['Torrey Craig', 'Patrick Williams', 'Andre Drummond']]]"
4657,2023-11-18,8:00p,Dallas Mavericks,125,Milwaukee Bucks,132,18128.0,Fiserv Forum,2024,"[[['Grant Williams', 'Luka Dončić', 'Kyrie Irving', 'Dereck Lively II', 'Derrick Jones Jr.'], ['Tim Hardaway Jr.', 'Dwight Powell', 'Josh Green']], [['Giannis Antetokounmpo', 'Damian Lillard', 'Malik Beasley', 'Brook Lopez', 'Andre Jackson Jr.'], ['Pat Connaughton', 'Bobby Portis', 'Cameron Payne']]]"
4658,2023-11-18,8:00p,Memphis Grizzlies,120,San Antonio Spurs,108,18354.0,Frost Bank Center,2024,"[[['Desmond Bane', 'Bismack Biyombo', 'Jaren Jackson Jr.', 'John Konchar', 'Jacob Gilyard'], ['Santi Aldama', 'David Roddy', 'Ziaire Williams']], [['Keldon Johnson', 'Jeremy Sochan', 'Victor Wembanyama', 'Zach Collins', 'Julian Champagnie'], ['Cedi Osman', 'Tre Jones', 'Malaki Branham']]]"
4659,2023-11-18,8:30p,Oklahoma City Thunder,130,Golden State Warriors,123,18064.0,Chase Center,2024,"[[['Jalen Williams', 'Shai Gilgeous-Alexander', 'Chet Holmgren', 'Luguentz Dort', 'Josh Giddey'], ['Cason Wallace', 'Isaiah Joe', 'Kenrich Williams']], [['Stephen Curry', 'Chris Paul', 'Klay Thompson', 'Andrew Wiggins', 'Kevon Looney'], ['Brandin Podziemski', 'Jonathan Kuminga', 'Dario Šarić']]]"
4660,2023-11-19,3:00p,Philadelphia 76ers,121,Brooklyn Nets,99,17934.0,Barclays Center,2024,"[[['Tyrese Maxey', 'Tobias Harris', 'Joel Embiid', ""De'Anthony Melton"", 'Nicolas Batum'], ['Jaden Springer', 'Danuel House Jr.', 'Paul Reed']], [['Mikal Bridges', 'Cameron Johnson', 'Spencer Dinwiddie', 'Dorian Finney-Smith', 'Nic Claxton'], ['Lonnie Walker IV', ""Royce O'Neale"", 'Trendon Watford']]]"
4661,2023-11-19,4:00p,Detroit Pistons,113,Toronto Raptors,142,19182.0,Scotiabank Arena,2024,"[[['Ausar Thompson', 'Jaden Ivey', 'Cade Cunningham', 'Kevin Knox', 'Isaiah Stewart'], ['Stanley Umude', 'James Wiseman', 'Alec Burks']], [['Pascal Siakam', 'OG Anunoby', 'Dennis Schröder', 'Scottie Barnes', 'Jakob Poeltl'], ['Gary Trent Jr.', 'Malachi Flynn', 'Precious Achiuwa']]]"
4662,2023-11-19,5:00p,Orlando Magic,128,Indiana Pacers,116,17276.0,Gainbridge Fieldhouse,2024,"[[['Paolo Banchero', 'Anthony Black', 'Goga Bitadze', 'Franz Wagner', 'Jalen Suggs'], ['Cole Anthony', 'Gary Harris', 'Moritz Wagner']], [['Tyrese Haliburton', 'Bennedict Mathurin', 'Myles Turner', 'Bruce Brown', 'Obi Toppin'], ['Jordan Nwora', 'T.J. McConnell', 'Ben Sheppard']]]"
4663,2023-11-19,6:00p,Denver Nuggets,109,Cleveland Cavaliers,121,19432.0,Rocket Mortgage Fieldhouse,2024,"[[['Aaron Gordon', 'Kentavious Caldwell-Pope', 'Nikola Jokić', 'Michael Porter Jr.', 'Reggie Jackson'], ['Christian Braun', 'Julian Strawther', 'Jalen Pickett']], [['Darius Garland', 'Max Strus', 'Evan Mobley', 'Jarrett Allen', 'Dean Wade'], ['Craig Porter Jr.', 'Sam Merrill', 'Georges Niang']]]"
4664,2023-11-19,7:30p,Sacramento Kings,129,Dallas Mavericks,113,20211.0,American Airlines Center,2024,"[[['Domantas Sabonis', 'Harrison Barnes', 'Chris Duarte', 'Keegan Murray', ""De'Aaron Fox""], ['Malik Monk', 'Sasha Vezenkov', 'JaVale McGee']], [['Kyrie Irving', 'Luka Dončić', 'Dereck Lively II', 'Grant Williams', 'Derrick Jones Jr.'], ['Tim Hardaway Jr.', 'Josh Green', 'Dante Exum']]]"
4665,2023-11-19,8:00p,Boston Celtics,102,Memphis Grizzlies,100,17798.0,FedEx Forum,2024,"[[['Jrue Holiday', 'Jayson Tatum', 'Derrick White', 'Jaylen Brown', 'Kristaps Porziņģis'], ['Sam Hauser', 'Al Horford', 'Payton Pritchard']], [['Santi Aldama', 'Desmond Bane', 'Jaren Jackson Jr.', 'John Konchar', 'Bismack Biyombo'], ['Ziaire Williams', 'David Roddy', 'Vince Williams Jr.']]]"
4666,2023-11-19,8:00p,Phoenix Suns,140,Utah Jazz,137,18206.0,Delta Center,2024,"[[['Kevin Durant', 'Grayson Allen', 'Eric Gordon', 'Devin Booker', 'Jusuf Nurkić'], ['Keita Bates-Diop', 'Nassir Little', 'Drew Eubanks']], [['Lauri Markkanen', 'John Collins', 'Jordan Clarkson', 'Ochai Agbaji', 'Keyonte George'], ['Talen Horton-Tucker', 'Collin Sexton', 'Kelly Olynyk']]]"
4667,2023-11-19,9:00p,Oklahoma City Thunder,134,Portland Trail Blazers,91,18235.0,Moda Center,2024,"[[['Josh Giddey', 'Luguentz Dort', 'Shai Gilgeous-Alexander', 'Cason Wallace', 'Chet Holmgren'], ['Tre Mann', 'Jaylin Williams', 'Aaron Wiggins']], [['Jerami Grant', 'Skylar Mays', 'Deandre Ayton', 'Shaedon Sharpe', 'Toumani Camara'], ['Jabari Walker', 'Kris Murray', 'Matisse Thybulle']]]"
4668,2023-11-19,9:30p,Houston Rockets,104,Los Angeles Lakers,105,18997.0,Crypto.com Arena,2024,"[[['Dillon Brooks', 'Fred VanVleet', 'Jabari Smith Jr.', 'Jalen Green', 'Alperen Sengun'], ['Tari Eason', ""Jae'Sean Tate"", 'Aaron Holiday']], [['LeBron James', 'Cam Reddish', 'Anthony Davis', ""D'Angelo Russell"", 'Taurean Prince'], ['Rui Hachimura', 'Austin Reaves', 'Christian Wood']]]"
4669,2023-11-20,7:00p,Boston Celtics,118,Charlotte Hornets,121,19134.0,Spectrum Center,2024,"[[['Jayson Tatum', 'Sam Hauser', 'Jrue Holiday', 'Kristaps Porziņģis', 'Jaylen Brown'], ['Payton Pritchard', 'Luke Kornet', 'Oshae Brissett']], [['Miles Bridges', 'LaMelo Ball', 'Brandon Miller', 'Gordon Hayward', 'Mark Williams'], ['P.J. Washington', 'Ish Smith', 'Bryce McGowens']]]"
4670,2023-11-20,7:00p,Denver Nuggets,107,Detroit Pistons,103,19403.0,Little Caesars Arena,2024,"[[['Michael Porter Jr.', 'Aaron Gordon', 'Kentavious Caldwell-Pope', 'Reggie Jackson', 'Nikola Jokić'], ['Christian Braun', 'Julian Strawther', 'Zeke Nnaji']], [['Cade Cunningham', 'Isaiah Stewart', 'Jaden Ivey', 'Marvin Bagley III', 'Ausar Thompson'], ['Isaiah Livers', 'Stanley Umude', 'Alec Burks']]]"
4671,2023-11-20,7:00p,Milwaukee Bucks,142,Washington Wizards,129,17746.0,Capital One Arena,2024,"[[['Giannis Antetokounmpo', 'Malik Beasley', 'Damian Lillard', 'Brook Lopez', 'Khris Middleton'], ['Pat Connaughton', 'Bobby Portis', 'Cameron Payne']], [['Jordan Poole', 'Deni Avdija', 'Kyle Kuzma', 'Daniel Gafford', 'Tyus Jones'], ['Bilal Coulibaly', 'Corey Kispert', 'Danilo Gallinari']]]"
4672,2023-11-20,8:00p,Miami Heat,118,Chicago Bulls,100,19258.0,United Center,2024,"[[['Bam Adebayo', 'Duncan Robinson', 'Jimmy Butler', 'Kyle Lowry', 'Haywood Highsmith'], ['Jaime Jaquez Jr.', 'Josh Richardson', 'Caleb Martin']], [['Zach LaVine', 'DeMar DeRozan', 'Coby White', 'Nikola Vučević', 'Alex Caruso'], ['Patrick Williams', 'Torrey Craig', 'Jevon Carter']]]"
4673,2023-11-20,8:00p,New York Knicks,100,Minnesota Timberwolves,117,18024.0,Target Center,2024,"[[['Jalen Brunson', 'Julius Randle', 'Mitchell Robinson', 'Quentin Grimes', 'RJ Barrett'], ['Donte DiVincenzo', 'Josh Hart', 'Immanuel Quickley']], [['Anthony Edwards', 'Karl-Anthony Towns', 'Mike Conley', 'Rudy Gobert', 'Jaden McDaniels'], ['Nickeil Alexander-Walker', 'Kyle Anderson', 'Naz Reid']]]"
4674,2023-11-20,8:00p,Sacramento Kings,93,New Orleans Pelicans,129,16004.0,Smoothie King Center,2024,"[[['Domantas Sabonis', 'Harrison Barnes', ""De'Aaron Fox"", 'Kevin Huerter', 'Keegan Murray'], ['Malik Monk', 'Davion Mitchell', 'Kessler Edwards']], [['Zion Williamson', 'Herbert Jones', 'Brandon Ingram', 'Dyson Daniels', 'Jonas Valančiūnas'], ['Jordan Hawkins', 'Naji Marshall', 'Cody Zeller']]]"
4675,2023-11-20,8:00p,Los Angeles Clippers,124,San Antonio Spurs,99,18354.0,Frost Bank Center,2024,"[[['Paul George', 'Kawhi Leonard', 'James Harden', 'Terance Mann', 'Ivica Zubac'], ['Norman Powell', 'Russell Westbrook', 'Daniel Theis']], [['Keldon Johnson', 'Jeremy Sochan', 'Zach Collins', 'Victor Wembanyama', 'Julian Champagnie'], ['Tre Jones', 'Cedi Osman', 'Malaki Branham']]]"
4676,2023-11-20,10:00p,Houston Rockets,116,Golden State Warriors,121,18064.0,Chase Center,2024,"[[['Fred VanVleet', 'Alperen Sengun', 'Jabari Smith Jr.', 'Dillon Brooks', 'Jalen Green'], ['Aaron Holiday', ""Jae'Sean Tate"", 'Jeff Green']], [['Stephen Curry', 'Chris Paul', 'Klay Thompson', 'Andrew Wiggins', 'Kevon Looney'], ['Dario Šarić', 'Moses Moody', 'Jonathan Kuminga']]]"
4677,2023-11-21,7:00p,Toronto Raptors,107,Orlando Magic,126,18846.0,Kia Center,2024,"[[['OG Anunoby', 'Pascal Siakam', 'Scottie Barnes', 'Dennis Schröder', 'Jakob Poeltl'], ['Gary Trent Jr.', 'Malachi Flynn', 'Chris Boucher']], [['Paolo Banchero', 'Franz Wagner', 'Goga Bitadze', 'Anthony Black', 'Jalen Suggs'], ['Cole Anthony', 'Gary Harris', 'Moritz Wagner']]]"
4678,2023-11-21,7:30p,Indiana Pacers,157,Atlanta Hawks,152,17162.0,State Farm Arena,2024,"[[['Tyrese Haliburton', 'Buddy Hield', 'Bruce Brown', 'Myles Turner', 'Aaron Nesmith'], ['Obi Toppin', 'Bennedict Mathurin', 'T.J. McConnell']], [['Trae Young', 'Dejounte Murray', 'Jalen Johnson', ""De'Andre Hunter"", 'Clint Capela'], ['Saddiq Bey', 'Bogdan Bogdanović', 'Onyeka Okongwu']]]"
